3.606,4.7811
3.5521,4.3212
3.8076,4.824
4.6356,4.2812
3.9557,5.3346
4.074,5.2313
4.222,4.0315
4.5889,4.0475
3.9817,5.4111
4.316,5.2705
4.0706,4.3104
4.1658,5.26
3.1311,4.0638
4.7299,4.2563
3.4585,4.5102
3.4517,4.1406
4.1296,5.2964
4.7472,4.4289
4.7965,4.1108
4.3147,5.3104
4.8379,4.3189
3.97,5.3628
3.1223,4.1049
3.9368,5.833
4.0322,4.0129
3.5781,4.6412
3.7105,5.1364
4.6879,4.0989
3.7936,5.2898
4.0393,5.7961
3.4267,4.1862
3.3995,4.5171
3.7788,4.2766
3.9433,5.4356
3.7682,4.8794
3.8492,4.5874
3.4661,4.9136
3.8338,5.6065
4.1618,5.4179
3.5614,4.6618
4.1225,4.7596
3.3776,4.5727
3.6429,5.1608
4.5231,4.1153
3.7776,4.3974
4.4474,4.0854
4.6636,4.2438
4.3425,4.5831
4.5216,4.7765
3.5391,4.0481
3.986,5.6179
4.2831,4.2013
3.8788,4.4972
4.1912,5.029
-5.5858,-0.1964
-5.6071,-0.68662
-4.4898,-0.20437
-5.1533,0.074855
-5.1355,-0.057371
-5.4084,0.05061
-5.1273,-0.22391
-5.3327,0.17152
-4.9435,-0.6852
-5.6045,-0.21378
-5.3531,-0.34267
-5.4029,-0.76904
-5.1832,0.39008
-5.2643,-0.76137
-4.7695,-0.92669
-5.3279,-0.61599
-4.6968,0.17302
-5.2959,0.31541
-4.7547,-0.36852
-5.079,-0.15103
-4.5828,-0.96991
-4.7277,0.075654
-5.5369,-0.7079
-4.8476,0.19211
-4.4284,-0.96318
-5.1019,-0.48708
-5.0258,-0.099512
-4.6527,0.11927
-4.6724,-0.091459
-5.3891,0.16721
-4.9144,0.42337
-4.995,-0.89731
-4.9114,0.33218
-5.0491,0.56948
-5.2624,-0.01341
-4.6984,-0.78592
-4.6242,-0.67503
-4.5127,-0.53557
-5.7594,-0.65767
-5.3196,-0.18716
-5.4198,-0.32856
-5.1231,-0.0022432
-4.4551,-0.91027
-5.0043,0.87681
-4.8436,-0.83347
-5.4152,-0.51179
-4.5021,-0.87192
-5.9533,-0.94844
-0.16332,-0.016426
-0.49773,-0.14841
-0.10793,-0.98606
-0.21377,-0.96662
0.075473,0.025561
-0.41165,-0.60121
0.4177,-0.60322
0.74879,-0.50964
-0.07567,0.78279
0.21723,-0.95674
-0.13125,-0.50936
-0.20001,0.56698
0.36037,-0.45778
-0.15406,0.61794
-0.17972,0.31532
-0.56914,-0.85022
0.83203,-0.9159
0.090683,-0.93744
-0.50935,-0.3991
0.1661,-0.081839
-0.3378,-0.37953
0.0239,-0.54141
-0.36924,-0.79353
0.38886,-0.78064
0.69334,-0.42604
-0.069493,0.67913
0.29759,0.28238
0.18961,-0.34464
-0.0024136,0.33443
0.2264,-0.97314
-0.1068,-0.44607
-0.23816,0.15266
-0.029586,0.35079
0.52955,-0.18855
0.2062,0.22909
0.26478,0.15472
0.0081065,0.12184
0.062029,-0.45625
0.25011,0.046727
0.31208,-0.93651
-0.18486,-0.10336
0.14875,0.6572
0.067822,0.57076
0.21367,-0.57036
-0.10519,-0.82772
-0.53749,-0.36829
-0.10013,-0.87273
-0.20004,-0.31982
0.53516,-0.48319
-0.035474,-0.58409
-0.66786,-0.54495
-0.41573,-0.5783
-0.67302,-0.75602
0.48123,-0.78262
-0.43183,0.1196
0.87542,-0.95019
-0.45333,-0.20424
0.40967,0.093837
-0.19527,-0.65121
-0.54054,-0.23595
-0.11104,0.080843
0.23928,0.18251
-0.046688,0.85646
0.72331,-0.472
-0.36332,0.080386
-0.035344,0.92618
-0.10072,0.053344
-0.41724,-0.34003
0.055297,-0.15072
0.52935,-0.48989
-0.077488,-0.42296
0.75467,-0.90337
-0.59402,-0.49893
-0.064469,0.85432
0.14159,0.093793
-0.57866,-0.1797
-0.14745,-0.24921
0.68081,-0.9619
-0.63993,-0.46265
0.24212,-0.12665
-0.68654,-0.41166
-0.17205,-0.073701
0.5147,-0.17696
-0.039366,-0.60519
0.48976,-0.89767
-0.21975,-0.8953
0.035628,-0.75905
-0.17071,-0.71609
0.098107,0.27839
-0.053242,0.73465
5.3773,-0.50911
4.2045,-0.60195
5.3453,-0.5445
4.401,-0.99397
4.2989,-0.85963
4.4987,-0.60081
4.664,0.17157
4.4888,-0.83777
4.5817,-0.55672
5.2931,0.077327
5.6637,-0.95142
4.8989,0.35336
4.9121,-0.16759
4.3093,-0.58987
4.5047,-0.904
4.8228,-0.78376
4.893,-0.76589
5.1269,-0.29139
4.8169,-0.88232
4.3911,-0.39406
5.444,-0.63717
4.9301,-0.53483
5.681,-0.7479
5.0233,0.51844
4.6308,-0.68527
5.8504,-0.94391
4.5878,-0.55278
5.3865,0.027482
5.2411,-0.70936
5.3495,0.23894
4.961,0.59248
5.1095,-0.26293
4.2264,-0.84323
4.8468,-0.14369
5.167,0.6006
5.8809,-0.98252
4.9831,-0.48295
4.4731,-0.23311
4.335,-0.46937
5.7805,-0.79953
5.2128,-0.19651
5.3038,-0.21712
4.5224,-0.26112
4.7527,-0.048368
4.5986,-0.58453
5.2889,-0.1461
5.1719,-0.10202
5.6594,-0.4508
5.2039,-0.35802
4.7376,0.40864
5.3271,-0.4715
5.1626,0.54198
5.4318,-0.88967
4.6514,-0.47659
5.0102,-0.31349
4.6904,0.043999
5.4575,-0.96356
4.7294,0.19942
5.251,-0.86033
4.8008,-0.27163
5.317,0.3206
5.352,-0.73949
5.0914,-0.76372
5.2499,-0.41729
4.8017,-0.33705
5.6142,-0.73721
4.3592,-0.34013
5.5239,-0.70355
4.9515,0.88972
4.9399,0.7309
4.9915,0.53255
5.0925,-0.71074
5.623,-0.51148
4.5796,-0.36574
4.9923,-0.68226
4.4709,-0.69309
5.3784,-0.93456
5.1225,-0.019299
4.9241,-0.47856
5.2277,0.50226
5.4974,-0.54091
4.2038,-0.60977
5.8658,-0.8679
4.5868,-0.76014
5.1054,0.24434
4.896,-0.12226
5.3858,-0.64174
5.3502,-0.74868
4.9378,0.55248
5.0169,-0.37537
-3.4996,-5.9528
-4.0407,-4.213
-3.7806,-4.588
-3.8921,-5.0511
-3.7352,-5.75
-4.4085,-5.0683
-4.4107,-5.139
-3.5087,-5.6293
-3.7545,-4.8042
-3.8217,-4.8271
-4.7685,-5.9187
-4.0408,-5.5477
-3.888,-4.4072
-3.6396,-5.5339
-3.9487,-4.6373
-4.5563,-5.2478
-4.436,-5.1945
-3.6634,-5.9777
-4.5078,-5.8745
-4.5308,-5.8463
-3.8831,-5.0676
-3.2925,-5.6698
-4.6674,-5.9867
-3.3522,-5.579
-3.9025,-5.5326
-4.1614,-5.3719
-4.3606,-5.723
-4.0415,-5.8688
-4.0442,-5.5819
-4.1463,-4.8935
-3.6907,-5.9134
-4.28,-4.9244
-4.5358,-5.7335
-4.1525,-5.3762
-4.3175,-5.1882
-4.2728,-4.6261
-4.0401,-4.7727
-4.1603,-4.5291
-3.887,-4.9715
-4.0369,-4.9148
-4.4914,-5.3152
-4.0285,-5.104
-3.8003,-5.0803
-4.1827,-5.5734
-3.5717,-5.0184
-3.4943,-5.7398
-4.6412,-5.6631
-4.0789,-5.6301
-4.2242,-4.8154
-4.1173,-4.7776
-4.4161,-4.9375
-4.4987,-5.188
-4.4825,-5.1028
-4.0374,-5.0074
-4.275,-5.1937
-4.5271,-5.1764
-3.9158,-4.8606
-3.1932,-5.6355
-4.6211,-5.6364
-4.15,-5.2647
-3.2571,-5.6309
-3.7371,-5.9257
-4.0955,-4.4638
-4.4283,-5.1228
-4.0276,-5.1268
-3.8043,-5.7281
-3.6243,-5.1961
-3.2799,-5.6623
-3.209,-5.6514
-4.1389,-5.9436
-3.8723,-4.5588
-3.4099,-5.3781
-3.6124,-4.8196
-3.7649,-5.0224
-4.8818,-5.8911
-4.7274,-5.7927
-3.499,-5.1008
-4.1581,-5.8847
-4.0402,-5.0306
-4.1552,-5.1879
-3.5734,-5.2304
-3.1452,-5.9758
-3.5209,-5.6579
-4.5423,-5.7026
-3.9617,-4.5355
-4.0528,-4.5457
-4.54,-5.6745
-4.0366,-5.5613
-4.8474,-5.9725
-3.8539,-5.1897
-0.17506,-4.2126
-0.40001,-4.1164
0.5968,-4.5004
0.36492,-4.7659
0.3568,-4.0294
0.091053,-3.8086
0.4045,-4.9884
-0.30951,-3.758
-0.48186,-4.3082
-0.29399,-4.6401
-0.19455,-4.9578
-0.39554,-4.0804
0.26705,-4.4671
-0.096596,-3.7063
0.91659,-4.8809
-0.39317,-4.426
0.20029,-4.257
0.13473,-3.8005
-0.40503,-4.9557
0.39707,-4.6472
0.060746,-3.1382
-0.66571,-4.7326
-0.62477,-4.9782
-0.27482,-3.8423
-0.42239,-4.6595
0.29946,-3.7587
-0.28596,-3.6228
0.017355,-3.4822
-0.56799,-4.7184
-0.057367,-4.728
0.2559,-4.0818
-0.17253,-3.4841
-0.51814,-4.1487
0.41578,-4.2459
0.69023,-4.6102
0.22556,-4.4313
-0.00095916,-3.1909
-0.21359,-4.1269
0.48122,-4.4766
-0.2723,-3.9115
0.3531,-4.544
0.050456,-4.2883
-0.42327,-4.1224
-0.46334,-4.1769
0.37905,-4.8609
-0.041864,-4.3495
-0.20959,-3.748
0.42656,-4.5069
-0.40626,-4.7281
-0.016896,-4.7053
0.038757,-4.7931
0.13176,-4.5895
0.76972,-4.75
-0.59024,-4.2116
0.27064,-4.8268
0.35421,-4.2838
-0.43872,-4.4933
0.041996,-3.8928
-0.22675,-4.1777
0.5113,-4.512
-0.10093,-4.9188
-0.076032,-4.4372
0.8565,-4.7848
0.051644,-4.1171
0.21929,-4.8694
-0.37933,-4.2249
0.58444,-4.2354
-0.23104,-4.242
-0.45404,-4.2755
-0.91042,-4.8833
0.296,-4.5434
0.16016,-3.6618
0.022652,-3.7842
0.069338,-3.3851
-0.13912,-4.4066
-0.37236,-4.3142
0.84239,-4.8205
-0.89409,-4.9288
-0.51333,-4.5451
0.3457,-4.3768
0.56173,-4.6849
0.057156,-4.7568
-0.37503,-3.9905
0.27523,-4.2297
0.069074,-3.7143
-0.68963,-4.5423
-0.54448,-4.8533
-0.93046,-4.8911
-0.36979,-3.7507
-0.047111,-4.927
4.5739,-5.3339
3.6751,-5.0861
4.249,-4.5135
3.5465,-5.7695
4.5509,-5.1077
4.1849,-4.8405
4.3022,-4.9456
3.7383,-4.9314
3.8284,-5.1955
3.2012,-5.7766
3.2731,-5.6849
3.4306,-5.4293
4.1967,-5.5396
4.0966,-4.9478
4.6501,-5.8554
4.079,-5.6991
4.2975,-4.6159
3.3677,-5.7468
3.9009,-4.6975
4.1136,-4.6274
3.674,-5.9128
3.344,-5.7056
3.6981,-4.7228
4.059,-5.7667
3.0151,-5.9974
4.315,-5.1153
3.7701,-5.4863
3.095,-5.8367
3.7625,-5.2881
3.9759,-4.5109
3.6552,-5.7533
3.7563,-4.6223
3.4334,-5.3626
4.1362,-5.6778
3.832,-5.8445
4.4021,-5.9154
3.7081,-4.8492
3.9571,-5.6235
4.491,-5.1722
3.665,-4.9314
4.5174,-5.0448
4.2461,-4.8052
3.9872,-4.8817
3.8619,-5.3157
4.044,-4.7669
3.4061,-5.2129
3.899,-5.7179
3.958,-5.5994
4.4075,-5.9992
4.2501,-4.5766
3.983,-5.0191
4.2669,-5.1901
3.6525,-4.9361
3.9309,-5.9138
4.0619,-4.7848
4.0815,-4.3071
4.1978,-5.2534
4.1621,-5.6285
3.2749,-5.829
4.5187,-5.501
3.4622,-5.959
3.5983,-5.1728
4.3837,-4.8261
4.3925,-5.6136
3.979,-4.4177
4.3421,-5.4723
4.2811,-5.0901
3.8238,-5.4528
3.8118,-4.6376
3.6969,-5.3878
3.3693,-5.7569
4.3221,-5.5659
3.8621,-4.3326
3.3979,-5.8882
3.7413,-4.754
3.9966,-4.4047
4.1647,-5.0457
3.6375,-5.7047
3.936,-4.693
4.663,-5.7098
3.7503,-5.9041
4.322,-4.6714
3.8595,-4.5267
4.2287,-5.1734
4.2593,-4.8686
3.8365,-5.3198
3.6325,-5.8019
3.9199,-5.394
4.0916,-5.883
3.8405,-4.7224
